freq,Vout_fund,Vin_fund,cg_linear,cg_dB
500000000.0,(2.102578218587696e-06+7.480024526560058e-05j),(0.0009820498524442224+0.0003992654401176416j),0.07058676680835423,-23.025534205817326
520000000.0,(-3.4702744180585768e-06+8.68304677914276e-05j),(0.0010309190617218906+0.0003478043009516711j),0.07987052220031995,-21.95226952207399
540000000.0,(-1.0979237238201322e-05+9.938829723591282e-05j),(0.0010730825615777133+0.00029053312632784894j),0.08994451461231431,-20.920506350925482
560000000.0,(-2.040406157868288e-05+0.00011206079814820823j),(0.0011076609144749063+0.0002286801020592396j),0.10070838164573791,-19.938687659233135
580000000.0,(-3.166961387153102e-05+0.0001247018556164065j),(0.001134071970902779+0.00016363566766750307j),0.11228713529559907,-18.99339995761589
600000000.0,(-4.482282569770258e-05+0.00013714787544255938j),(0.0011520613677561216+9.686274640719421e-05j),0.1248017810394075,-18.07558433633032
620000000.0,(-5.987032799317739e-05+0.00014916556441164596j),(0.001161701598561859+2.980384813666121e-05j),0.13831372238472947,-17.18269461034785
640000000.0,(-7.674926102885769e-05+0.00016052552383123296j),(0.0011633618735407067-3.620306413617509e-05j),0.1528702051064099,-16.313543034565022
660000000.0,(-9.535868839729054e-05+0.00017102729664029062j),(0.001157655496629991-9.999062724948176e-05j),0.168520682418304,-15.466935817642023
680000000.0,(-0.00011557655784934009+0.0001805013640560274j),(0.0011453740712716177-0.0001606048422704723j),0.18531640025011584,-14.641722890151962
700000000.0,(-0.00013725261283328944+0.00018882234477774637j),(0.0011274181934066883-0.00021732374906548258j),0.20331042410192385,-13.83680707417625
720000000.0,(-0.00016021527675898434+0.00019591710291977965j),(0.0011047327782810672-0.00026965482778017397j),0.22255825309512006,-13.051125924082925
740000000.0,(-0.00018429918910120577+0.0002017497829147629j),(0.0010782525989725632-0.00031731618057801315j),0.24311640743853416,-12.283714610088127
760000000.0,(-0.0002093542829162868+0.00020630078569718914j),(0.0010488608204750156-0.0003602073236764646j),0.26503440617156315,-11.533954865375826
780000000.0,(-0.0002352395286412345+0.00020957455251054165j),(0.001017360918249368-0.00039837503864018704j),0.2883586075194831,-10.801341606932935
800000000.0,(-0.0002618180023028589+0.0002115762851826398j),(0.0009844606905533453-0.00043197865615561695j),0.31311568571987586,-10.085903511861456
820000000.0,(-0.00028895486363067437+0.0002122891129576974j),(0.0009507661446296351-0.0004612578152403688j),0.339300438034221,-9.388311593674583
840000000.0,(-0.00031653341099259415+0.00021163430072273218j),(0.0009167827512174729-0.0004865044701666872j),0.366871672632724,-8.709716405068432
860000000.0,(-0.00034453660545545795+0.00020943916124403658j),(0.0008829216733951308-0.0005080399018157414j),0.3958165765125859,-8.050120436185335
880000000.0,(-0.0003731839154941364+0.000205539897082354j),(0.0008495089617816436-0.0005261967445781667j),0.42635282900064925,-7.4046170194963405
900000000.0,(-0.0004028451674097333+0.00020007215107188092j),(0.0008167961539450574-0.0005413056367749331j),0.45902721950307995,-6.763231216074368
920000000.0,(-0.00043362550431600593+0.00019345920494767907j),(0.0007849711517088059-0.00055368574986575j),0.4943003493350596,-6.120181652235602
940000000.0,(-0.0004652695722560637+0.00018597122605278012j),(0.000754168657613771-0.0005636385872612738j),0.532182275609044,-5.478791875413407
960000000.0,(-0.0004975187880857129+0.00017757476952422142j),(0.0007244797190560228-0.0005714442574303885j),0.5724997052671237,-4.844494651408467
980000000.0,(-0.000530255838774016+0.0001681376006820032j),(0.0006959601742486344-0.0005773596357218105j),0.6151641717782688,-4.22017933058589
1000000000.0,(-0.0005634406884464081+0.00015754220245920578j),(0.0006686379349301505-0.0005816178861325906j),0.660177330640032,-3.606787853581995
1020000000.0,(-0.0005970491995685741+0.00014570616951212545j),(0.0006425191387792866-0.000584428924000676j),0.7075790625558234,-3.0045005291242455
1040000000.0,(-0.0006310517637949339+0.00013258683876328804j),(0.0006175932601651569-0.0005859804952433671j),0.7574216223901562,-2.4132460215182068
1060000000.0,(-0.0006654113638242972+0.0001181796766195584j),(0.0005938372951913233-0.0005864396288263677j),0.8097602724490365,-1.8328706782819904
1080000000.0,(-0.0007001007024403458+0.00010251628205813785j),(0.0005712191456453838-0.0005859542853846359j),0.8646666320337281,-1.263026007332434
1100000000.0,(-0.0007351207219195917+8.565495556512224e-05j),(0.0005497003235883833-0.0005846550771360079j),0.9222458134854811,-0.7030661513380236
1120000000.0,(-0.0007705147201133969+6.765924619245046e-05j),(0.000529238088949711-0.000582656974209715j),0.9826513090497296,-0.15201125923663034
1140000000.0,(-0.0008063676524773468+4.857358701208348e-05j),(0.0005097871200145775-0.00058006094235131j),1.0460866959460935,0.3913535761076042
1160000000.0,(-0.0008427913555164813+2.8403415892021853e-05j),(0.0004913008032524146-0.0005769554787076664j),1.1127933306166284,0.9282902820759936
1180000000.0,(-0.0008799046252027293+7.111432261010549e-06j),(0.0004737322158336788-0.0005734180278577041j),1.1830326953075427,1.4599349465811744
1200000000.0,(-0.0009178144789650565-1.5378329834237567e-05j),(0.00045703486212138463-0.0005695162709596328j),1.257067835495622,1.9871742854059773
1220000000.0,(-0.0009566080828225128-3.916813059781996e-05j),(0.0004411632147296743-0.0005653092880609911j),1.3351557416832076,2.5106385545901766
1240000000.0,(-0.0009963514141556717-6.437427140268709e-05j),(0.00042607310150656754-0.0005608485982229731j),1.4175459168060636,3.0307427071017443
1260000000.0,(-0.00103709266720581-9.112107933216781e-05j),(0.00041172197197539387-0.0005561790848820661j),1.504484193481884,3.547752585694046
1280000000.0,(-0.0010788666741912345-0.0001195356209739749j),(0.00039806907023594366-0.0005513398153607277j),1.596217663235288,4.061842245263707
1300000000.0,(-0.0011216996076178034-0.0001497472505997849j),(0.0003850755359333549-0.0005463647640513796j),1.6930006652679574,4.573142575316876
1320000000.0,(-0.0011656118480475718-0.00018188710309515347j),(0.0003727044504902977-0.0005412834488256708j),1.7950986532029214,5.081766421677577
1340000000.0,(-0.0012106194076000824-0.00021609042305385437j),(0.00036092084221545036-0.0005361214898824376j),1.9027909660256497,5.587821616629306
1360000000.0,(-0.0012567362275278688-0.0002524977550547503j),(0.00034969166101039893-0.0005309010996869209j),2.0163753487163687,6.091427586253667
1380000000.0,(-0.0013039741744851308-0.0002912555636363355j),(0.00033898573107419617-0.0005256415119763648j),2.136169272626114,6.592713274758709
1400000000.0,(-0.001352343650642972-0.00033251776623319706j),(0.0003287736881486038-0.0005203593570827305j),2.262512766498425,7.0918207688524575
1420000000.0,(-0.001401853610719563-0.00037644732329362513j),(0.0003190279063675066-0.0005150689900941189j),2.3957707984387753,7.588905341669047
1440000000.0,(-0.001452511349439701-0.0004232182155392623j),(0.00030972241860146785-0.0005097827776754084j),2.536335906840912,8.084135400809316
1460000000.0,(-0.001504322791462056-0.00047301759745709806j),(0.0003008328332607513-0.0005045113487104997j),2.6846322690943425,8.57769612145303
1480000000.0,(-0.0015572912216420837-0.0005260485434252978j),(0.0002923362497899591-0.0004992638133222128j),2.8411181905080087,9.069786014956946
1500000000.0,(-0.0016114166443482274-0.0005825327624826269j),(0.0002842111745137397-0.0004940479542771585j),3.0062903173967364,9.560618361712924
1520000000.0,(-0.0016666946999566328-0.0006427137009342338j),(0.00027643743804533274-0.000488870394288496j),3.180688168405522,10.050421867660619
1540000000.0,(-0.0017231167460641272-0.0007068607181854229j),(0.0002689961151210428-0.0004837367422900458j),3.3649022849420085,10.539449141026632
1560000000.0,(-0.0017806681524110764-0.0007752712442423166j),(0.0002618694474531945-0.0004786517213656898j),3.5595792706668767,11.027973379537448
1580000000.0,(-0.0018393282254899473-0.0008482744918842871j),(0.000255040770556474-0.0004736192799147949j),3.7654315774989877,11.516295206934155
1600000000.0,(-0.001899068156355468-0.0009262373310441547j),(0.0002484944413282217-0.00046864269274831034j),3.9832470783307548,12.004744925211678
1620000000.0,(-0.001959853907510666-0.0010095649834396024j),(0.00024221577518185805-0.0004637246420053244j),4.213904525070318,12.49369383044947
1640000000.0,(-0.0020216459223705986-0.0010987070443138503j),(0.00023619098105685145-0.0004588672956324808j),4.458389200565036,12.983559561394005
1660000000.0,(-0.002084399312675276-0.0011941603895868947j),(0.00023040710310166644-0.00045407237234766716j),4.717808539545522,13.474806243047144
1680000000.0,(-0.0021480656534512217-0.0012964731933783012j),(0.00022485196536419001-0.0004493411993428316j),4.993412910686063,13.967949596359514
1700000000.0,(-0.0022125924793208133-0.0014062451070541626j),(0.00021951411995702638-0.00044467476287453627j),5.286609917712193,14.463545327318927
1720000000.0,(-0.0022779216356645575-0.0015241280876621705j),(0.0002143827985437598-0.0004400737526264439j),5.598977770000308,14.962174863793711
1740000000.0,(-0.002343988350173313-0.001650826171658104j),(0.00020944786697751683-0.00043553860061198285j),5.932279001589694,15.464431363652341
1760000000.0,(-0.0024107137729653155-0.0017870936061356354j),(0.00020469978291400094-0.0004310695152828215j),6.2884610241231504,15.970887470083726
1780000000.0,(-0.00247799366499831-0.0019337337451522537j),(0.00020012955621852592-0.00042666651142168503j),6.669650768813006,16.482061886282573
1800000000.0,(-0.0025456825671530117-0.002091599483611941j),(0.00019572871198589588-0.0004223294363190872j),7.078144108090848,16.998388008956013
1820000000.0,(-0.002613572295168566-0.00226159804796879j),(0.00019148925599655372-0.00041805799266512913j),7.516393617780383,17.520190302316113
1840000000.0,(-0.002681368718303032-0.0024447003296430205j),(0.0001874036424326965-0.00041385175852657604j),7.987004563565672,18.047678651541187
