case1_cg_bw_fc1,case1_cg_bw_fc2,case1_cg_fc1,case1_cg_fc2,case2_cg_bw_fc1,case2_cg_bw_fc2,case2_cg_fc1,case2_cg_fc2,case3_cg_bw_fc1,case3_cg_bw_fc2,case3_cg_fc1,case3_cg_fc2
"[1600000000.0, 2400000000.0]","[5000000000.0, 6500000000.0]",13.052863940494978,11.85152517885295,"[1840000000.0, 2400000000.0]","[5000000000.0, 5700000000.0]",178.84045967931505,176.84370858047427,"[2400000000.0, 3200000000.0]","[5000000000.0, 6500000000.0]",14.410898591419627,8.679407734960177
