outer_iter,z01_loss
Outer_1,233.33333333333334
Outer_2,47.84187598640841
Outer_3,13.53116991733648
Outer_4,9.469702197292046
Outer_5,9.469702197292046
Outer_6,9.469702197292046
Outer_7,9.469702197292046
Outer_8,7.125608068463652
Outer_9,7.125608068463652
Outer_10,7.125608068463652
Outer_11,6.018286027714389
