case1_cg_bw_fc1,case1_cg_bw_fc2,case1_cg_fc1,case1_cg_fc2,case2_cg_bw_fc1,case2_cg_bw_fc2,case2_cg_fc1,case2_cg_fc2,case3_cg_bw_fc1,case3_cg_bw_fc2,case3_cg_fc1,case3_cg_fc2
"[1600000000.0, 2400000000.0]","[5000000000.0, 6500000000.0]",13.052863940326693,11.851525178853088,"[1840000000.0, 2400000000.0]","[5000000000.0, 5860000000.0]",78.90905322602428,74.77006353732864,"[2400000000.0, 3200000000.0]","[5000000000.0, 6500000000.0]",14.410898546158215,8.679407734960211
