case1_cg_bw_fc1,case1_cg_bw_fc2,case1_cg_fc1,case1_cg_fc2,case2_cg_bw_fc1,case2_cg_bw_fc2,case2_cg_fc1,case2_cg_fc2,case3_cg_bw_fc1,case3_cg_bw_fc2,case3_cg_fc1,case3_cg_fc2
"[1840000000.0, 2400000000.0]","[5000000000.0, 6440000000.0]",23.99927536233948,50.20193577864276,"[1840000000.0, 2400000000.0]","[5000000000.0, 5780000000.0]",74.12702682837188,79.06249171760598,"[1680000000.0, 2400000000.0]","[5000000000.0, 5740000000.0]",83.41139505099731,49.90000480244084
