case1_cg_bw_fc1,case1_cg_bw_fc2,case1_cg_fc1,case1_cg_fc2,case2_cg_bw_fc1,case2_cg_bw_fc2,case2_cg_fc1,case2_cg_fc2,case3_cg_bw_fc1,case3_cg_bw_fc2,case3_cg_fc1,case3_cg_fc2
"[1840000000.0, 2400000000.0]","[5000000000.0, 6440000000.0]",24.07196805641118,50.34967761374687,"[1860000000.0, 2400000000.0]","[5000000000.0, 5760000000.0]",72.41397422167432,80.1058746232373,"[2360000000.0, 2400000000.0]","[5000000000.0, 5840000000.0]",3.6682940585198467,12.08731198317026
