case1_cg_bw_fc1,case1_cg_bw_fc2,case1_cg_fc1,case1_cg_fc2,case2_cg_bw_fc1,case2_cg_bw_fc2,case2_cg_fc1,case2_cg_fc2,case3_cg_bw_fc1,case3_cg_bw_fc2,case3_cg_fc1,case3_cg_fc2
"[1840000000.0, 2400000000.0]","[5000000000.0, 6440000000.0]",24.043368323536807,50.27681397318054,"[1860000000.0, 2400000000.0]","[5000000000.0, 5800000000.0]",73.64017116108892,79.31536276375861,"[1740000000.0, 2400000000.0]","[5000000000.0, 5700000000.0]",75.84711275820716,49.00142258413063
