case1_cg_fc1,case1_cg_fc2,case2_cg_fc1,case2_cg_fc2,case3_cg_fc1,case3_cg_fc2
56.378167638126406,59.682191340353555,0.04356289071277276,0.039232066625310674,14.410898720449408,8.679407727141207
