freq,Vout_fund,Vin_fund,cg_linear,cg_dB
500000000.0,(-0.00011148955824887156-9.258551163572833e-05j),(0.0006077475534848907-0.0007390864153481996j),0.15145235835278228,-16.394479192528706
600000000.0,(-0.0001488784045952784-0.00014175312206304993j),(0.0004856956056333129-0.0007037837919617818j),0.24040118015598944,-12.38126809328813
700000000.0,(-0.00018385260697355787-0.00020240730407971677j),(0.0003925460883906565-0.0006608338848431307j),0.3557518371004083,-8.977056970874404
800000000.0,(-0.00021363410724305423-0.0002731557953199505j),(0.00032140021853965215-0.000616753757974078j),0.4986186679871508,-6.044629316001596
900000000.0,(-0.00023623267130070799-0.0003523359264120761j),(0.00026660327499643727-0.0005746124188499036j),0.6696694832975769,-3.4827898264858255
1000000000.0,(-0.00025027467022924345-0.00043829809847155214j),(0.00022390023145493616-0.0005356607812166912j),0.8693502229419635,-1.2161046033663747
1100000000.0,(-0.00025480548018237583-0.0005295538559210776j),(0.00019019023047913783-0.0005002459869467888j),1.0980731086547402,0.8126251197376455
1200000000.0,(-0.00024912275349831805-0.0006248220548103893j),(0.00016323284665610362-0.0004682908897332257j),1.3563651544269724,2.647532480946209
1300000000.0,(-0.00023264290518070413-0.0007230169958373807j),(0.00014140512263727782-0.00043953674330836107j),1.6449776942417667,4.3232002665904465
1400000000.0,(-0.00020480283058402785-0.0008232065654612086j),(0.00012352181237698998-0.00041366325331438313j),1.964969592353622,5.867116682267498
1500000000.0,(-0.00016498747564361674-0.000924556175263764j),(0.00010870789248844036-0.0003903455282259811j),2.3177735980025806,7.301420229270662
1600000000.0,(-0.00011248118782253297-0.001026266853873933j),(9.630951048841103e-05-0.0003692793355053587j),2.70525893820574,8.644176812525027
1700000000.0,(-4.642978993326984e-05-0.0011275085626483209j),(8.58318425240447e-05-0.00035019051493016183j),3.129790319174437,9.910304857792658
1800000000.0,(3.41229046947732e-05-0.0012272986079939108j),(7.689557696494801e-05-0.00033283660516353136j),3.594143241909493,11.111907632037862
1900000000.0,(0.0001305291633882735-0.001324593403728734j),(6.920586880420504e-05-0.0003170048216074228j),4.102088383408057,12.260100268442626
2000000000.0,(0.0002441606559565987-0.0014179635101996117j),(6.253015843695977e-05-0.0003025081687752299j),4.657869867677823,13.363747019572617
2100000000.0,(0.0003766441404915862-0.0015056318139710873j),(5.668172553681372e-05-0.00028918044501858437j),5.2667658482286015,14.430880215326127
2200000000.0,(0.0005298023443454869-0.0015853264510109308j),(5.1507151227441824e-05-0.0002768696577042924j),5.9353446360765245,15.468918827061787
2300000000.0,(0.0007056643012541895-0.0016542289920911603j),(4.687625731521902e-05-0.00026542764668936134j),6.672426264976858,16.485675664505678
2400000000.0,(0.0009066185438845155-0.0017090005887727157j),(4.267424664934961e-05-0.00025468861694756117j),7.491472707392501,17.49134403309024
2500000000.0,(0.0011362815214110383-0.0017461794800642109j),(3.880023812499196e-05-0.00024441022235832416j),8.418501038397665,18.50469539601359
2600000000.0,(0.0014037150330839508-0.0017640803920740999j),(3.5161223947311024e-05-0.0002340580331586871j),9.524994080214912,19.57729428867325
2700000000.0,(0.001714538595125025-0.0017481448131459328j),(3.201695943894207e-05-0.0002238651647682093j),10.827667639357074,20.690698328359233
2800000000.0,(0.002028069288683007-0.001647570474117625j),(3.0039001187805047e-05-0.00021614440937508706j),11.973867636717154,21.564689059889545
2900000000.0,(0.002347793160942768-0.001475108972380033j),(2.827373795297014e-05-0.00020903797355931923j),13.144591046543502,22.374941578353422
3000000000.0,(0.0026557863514413685-0.0012208052381124232j),(2.667392884044538e-05-0.00020239676497529487j),14.31781858190973,23.117537105239215
3100000000.0,(0.002924611460415207-0.0008797306833789885j),(2.5221639929683552e-05-0.00019618928916204594j),15.439836515202593,23.77285394988906
3200000000.0,(0.0031224988223323463-0.00045932351133549893j),(2.3888799761860645e-05-0.00019036070158813076j),16.450557346161666,24.3236123293212
3300000000.0,(0.0032207958826760592+1.8749510977423564e-05j),(2.265488920639674e-05-0.0001848475202580611j),17.29495493924761,24.75838869658077
3400000000.0,(0.0032008055176412377+0.0005194883200847312j),(2.151372530699173e-05-0.0001795958387038451j),17.927306460054087,25.07030085269363
3500000000.0,(0.003060088508513575+0.0010013106821423145j),(2.0468987525073198e-05-0.00017458020548665858j),18.317317190433656,25.257237318175193
3600000000.0,(0.002813709532088279+0.0014250598087275424j),(1.9523603433887046e-05-0.00016979903594902942j),18.453356183896265,25.321507290217244
3700000000.0,(0.0024907539520248293+0.0017631726558736552j),(1.8675106923026947e-05-0.00016525682349410856j),18.349377134681813,25.272426536272512
3800000000.0,(0.002125947320557901+0.0020040464375528136j),(1.791661644491752e-05-0.00016095375170561193j),18.040485852902954,25.124964589166634
3900000000.0,(0.0017513055048094949+0.0021506384475698916j),(1.7238183416855126e-05-0.00015688480704780227j),17.57283110306231,24.89683469876112
4000000000.0,(0.0013911563873445828+0.002215430474802436j),(1.662726169341186e-05-0.000153041522381879j),16.99339131723539,24.605601165830464
4100000000.0,(0.0010610813275010156+0.0022149526842860255j),(1.6069454693759452e-05-0.00014941244492374932j),16.343431419085096,24.26686489939785
4200000000.0,(0.0007691030416267978+0.002166036201194766j),(1.555032297621777e-05-0.00014598285117693757j),15.65661781018677,23.89395900499317
4300000000.0,(0.0005177130320808597+0.0020837085606926283j),(1.5057710176168313e-05-0.00014273520537194366j),14.959251617248439,23.498197342989645
4400000000.0,(0.0003057203291380697+0.0019803528036562027j),(1.4583330957285954e-05-0.00013965079333064443j),14.271130171871024,23.089167350129884
4500000000.0,(0.00012976287989393975+0.001865486846862976j),(1.412295172710849e-05-0.00013671179488457754j),13.60596258844714,22.674585449419823
4600000000.0,(-1.4531025911064217e-05+0.0017460276224437936j),(1.3675413291395109e-05-0.00013390263747570623j),12.972503820638005,22.260476145491943
4700000000.0,(-0.000131746822869642+0.001626675907954677j),(1.3241221000646791e-05-0.00013121098974611532j),12.375146377702762,21.85100689256079
4800000000.0,(-0.00022620853548272778+0.0015104584998524454j),(1.2821445391703827e-05-0.00012862709698621095j),11.81533093774681,21.44891780743288
4900000000.0,(-0.00030175260039672037+0.0013991957414556284j),(1.2417062268704976e-05-0.0001261432297944611j),11.292555434810515,21.055844623540843
5000000000.0,(-0.0003616597970703662+0.0012938772722232619j),(1.202866809567272e-05-0.00012375310846861288j),10.805142760697809,20.67261018565074
5100000000.0,(-0.00040867493512524534+0.0011949445282096955j),(1.1656430283687715e-05-0.00012145143504964575j),10.350802979117919,20.2994808429564
5200000000.0,(-0.0004450646381055611+0.0011024884329510782j),(1.1300137822149294e-05-0.00011923358582094266j),9.926984071364464,19.93634650040069
5300000000.0,(-0.0004726894664653631+0.0010163821779975652j),(1.0959281332659488e-05-0.00011709541791406768j),9.531077161285033,19.58283971007303
5400000000.0,(-0.0004930678069140031+0.0009363730202739648j),(1.0633132808154407e-05-0.00011503314318536039j),9.16054140844632,19.238422843994957
5500000000.0,(-0.0005074400988837682+0.0008621404168434379j),(1.0320817295387349e-05-0.00011304323794057979j),8.812974182502305,18.90244995727455
5600000000.0,(-0.0005168169751932746+0.0007933369378749469j),(1.0021377743224673e-05-0.00011112236838798063j),8.486149698818839,18.57421377226864
5700000000.0,(-0.0005220314769759342+0.0007294498281284538j),(9.733835673999521e-06-0.00010926734109462689j),8.176867727281982,18.251739449291424
5800000000.0,(-0.0005237928329630179+0.0006703534723444351j),(9.457244423946353e-06-0.00010747505425082301j),7.8850874610210235,17.936130297314044
5900000000.0,(-0.0005226781291327528+0.0006157900660721503j),(9.190739068014535e-06-0.00010574247052199176j),7.609741068328515,17.62739759136607
6000000000.0,(-0.0005191745613781028+0.0005653313470645504j),(8.933578714506994e-06-0.00010406660286155216j),7.348592451012516,17.324083246179587
6100000000.0,(-0.0005137068881112649+0.0005186964960516853j),(8.685181951515275e-06-0.00010244451174155871j),7.100609414570555,17.025912478683804
6200000000.0,(-0.0005066476191669982+0.00047562037999283337j),(8.445124031898062e-06-0.00010087334704796549j),6.864966661077007,16.732768649531383
6300000000.0,(-0.0004983226048628983+0.00043585174138789754j),(8.213122156783975e-06-9.935038255872942e-05j),6.640998190764807,16.444667238443596
6400000000.0,(-0.0004890154583259797+0.00039915064073775075j),(7.989001034270884e-06-9.787305574054048e-05j),6.42814638810428,16.16171516774399
6500000000.0,(-0.00047897016749512194+0.0003652871873043574j),(7.772650504205955e-06-9.643899726563811e-05j),6.225915012686507,15.884063760360066
