case1_cg_fc1,case1_cg_fc2,case2_cg_fc1,case2_cg_fc2,case3_cg_fc1,case3_cg_fc2
6.851284268507605,11.391573467846237,38.45937538939519,10.889417821967871,7.4154758937955805,4.228832530391017
