case1_cg_fc1,case1_cg_fc2,case2_cg_fc1,case2_cg_fc2,case3_cg_fc1,case3_cg_fc2
8.004184092990835,12.149249258537969,40.33481237261881,11.373861288814654,6.3465056194461456,4.295130726888469
