case1_cg_fc1,case1_cg_fc2,case2_cg_fc1,case2_cg_fc2,case3_cg_fc1,case3_cg_fc2
7.491472707392501,10.805142760697809,0.043562890712791714,0.03923206666540922,14.410898717751564,8.679407729533182
