case1_cg_fc1,case1_cg_fc2,case2_cg_fc1,case2_cg_fc2,case3_cg_fc1,case3_cg_fc2
8.191375782907382,11.69756447646971,40.150473071862216,11.444603442949413,5.0027919614420995,4.176623778454771
